CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Pred_123,True_123,Pred_369,True_369,Pred_1107,True_1107,Pred_3321,True_3321,Pred_9963,True_9963,Pred_29889,True_29889,Pred_89667,True_89667,Pred_269001,True_269001,Pred_807003,True_807003,Pred_2421009,True_2421009
5598,2020_Townsend,2020,hepta_2021,5598,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,7,Circle,-10.0,,,,3.5759,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN1,-6.16748438778919,-10.0,-5.689195960797804,-10.0,-5.851938039571887,-10.0,-6.170728141251817,-10.0,-5.954142002937865,-10.0,-5.715202639316743,-10.0,-6.348278266420759,-10.0,-6.2613119020719745,-10.0,-5.913870915298125,-10.0,-6.205607180170554,-10.0
3641,2020_Townsend,2020,hepta_64,3641,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,7,Circle,-6.34,,,,3.5366,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.360044790305559,-6.34,-6.09842667583391,-6.34,-6.024601035819957,-6.34,-6.346308472172899,-6.34,-6.032755317454339,-6.34,-6.342182845188672,-6.34,-6.636299751974571,-6.34,-6.260703582365771,-6.34,-5.981216806325592,-6.34,-6.47613803737491,-6.34
3716,2020_Townsend,2020,hepta_139,3716,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.37,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.348766837913865,-6.37,-6.574129994943093,-6.37,-6.442372568653674,-6.37,-6.6360291781807295,-6.37,-6.186739918700408,-6.37,-6.6844430948975235,-6.37,-6.670972059500025,-6.37,-6.637687104050343,-6.37,-6.201252882144556,-6.37,-6.431894843274649,-6.37
3722,2020_Townsend,2020,hepta_145,3722,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-6.3,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.26502297156784,-6.3,-6.297427148197717,-6.3,-6.114385991219361,-6.3,-6.246276781075462,-6.3,-5.884830149118822,-6.3,-6.187376244527552,-6.3,-6.534581216635083,-6.3,-6.468624764458687,-6.3,-6.119735167921079,-6.3,-6.294699333773089,-6.3
3803,2020_Townsend,2020,hepta_226,3803,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.73,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.331643968551003,-6.73,-6.603038879964395,-6.73,-6.454936674021805,-6.73,-6.6791514280505595,-6.73,-6.1996796892347685,-6.73,-6.697506110609051,-6.73,-6.685328587016726,-6.73,-6.541856908853253,-6.73,-6.291505267608635,-6.73,-6.418481735847174,-6.73
3879,2020_Townsend,2020,hepta_302,3879,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.76,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.339978815164912,-6.76,-6.671581565133174,-6.76,-6.475657402469824,-6.76,-6.522976282898685,-6.76,-6.163835366599274,-6.76,-6.903238953403945,-6.76,-6.703968743476835,-6.76,-6.476974207096538,-6.76,-6.383666660962529,-6.76,-6.445553163904365,-6.76
3967,2020_Townsend,2020,hepta_390,3967,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.32,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.366913314272488,-6.32,-6.508539781334131,-6.32,-6.378067230869052,-6.32,-6.492102894688202,-6.32,-6.247321430672408,-6.32,-6.589328408957467,-6.32,-6.642171549956499,-6.32,-6.414967955941604,-6.32,-6.280560530280203,-6.32,-6.3988149619613655,-6.32
3970,2020_Townsend,2020,hepta_393,3970,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.329101979756198,-10.0,-6.787183777630379,-10.0,-6.458885324215723,-10.0,-6.557601335796623,-10.0,-6.166904089408119,-10.0,-6.773105790903922,-10.0,-6.710552888243943,-10.0,-6.521682831910279,-10.0,-6.462581493603813,-10.0,-6.4194474756896795,-10.0
3980,2020_Townsend,2020,hepta_403,3980,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,7,Circle,-10.0,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.298582241042498,-10.0,-6.2192816628559475,-10.0,-6.239263558817008,-10.0,-6.196990964786762,-10.0,-5.969349189770796,-10.0,-6.178098814054956,-10.0,-6.4598800432474315,-10.0,-6.451082654716449,-10.0,-6.135756615235533,-10.0,-6.268845579013335,-10.0
4078,2020_Townsend,2020,hepta_501,4078,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.270527861997903,-10.0,-6.122292756216473,-10.0,-6.086440717453739,-10.0,-6.26966052368348,-10.0,-6.011934902724048,-10.0,-6.513852855682877,-10.0,-6.578778037950943,-10.0,-6.255840795355662,-10.0,-6.098838709426465,-10.0,-6.312334219492514,-10.0
4087,2020_Townsend,2020,hepta_510,4087,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-5.19,,,,3.4871,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.230118997774866,-5.19,-5.694679595768001,-5.19,-5.6514206602156225,-5.19,-5.882532187599312,-5.19,-5.71759006229967,-5.19,-6.262772842435126,-5.19,-6.4152219267582105,-5.19,-6.357827441409951,-5.19,-5.8897937551234785,-5.19,-6.235366359607488,-5.19
4175,2020_Townsend,2020,hepta_598,4175,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-5.47,,,,3.4871,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.217932366871769,-5.47,-5.775907624528785,-5.47,-5.661178892839413,-5.47,-5.905844059993603,-5.47,-5.718848026704865,-5.47,-6.253396295837442,-5.47,-6.432741807972319,-5.47,-6.361338332519115,-5.47,-5.898230743496605,-5.47,-6.226302502414398,-5.47
4271,2020_Townsend,2020,hepta_694,4271,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.02,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.25953921496411,-6.02,-6.180280919634419,-6.02,-5.97581908644112,-6.02,-6.206334989618599,-6.02,-5.95795616825597,-6.02,-6.79059936886655,-6.02,-6.56952391550408,-6.02,-6.195802757212661,-6.02,-6.133504251086653,-6.02,-6.329471806512851,-6.02
4274,2020_Townsend,2020,hepta_697,4274,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.293751291609614,-10.0,-6.111360836021567,-10.0,-6.045961701090627,-10.0,-6.27745209412288,-10.0,-5.994824766871657,-10.0,-6.435540139437621,-10.0,-6.551613742691416,-10.0,-6.166999115605664,-10.0,-6.092829845657198,-10.0,-6.303595458324368,-10.0
4282,2020_Townsend,2020,hepta_705,4282,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,7,Circle,-5.89,,,,3.4871,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.300510588664038,-5.89,-5.845350610699391,-5.89,-5.75582880184623,-5.89,-5.765796928335157,-5.89,-5.772610747620683,-5.89,-6.2285367127584985,-5.89,-6.364695053125383,-5.89,-6.404613962273878,-5.89,-5.871192521393884,-5.89,-6.196947115898167,-5.89
4377,2020_Townsend,2020,hepta_800,4377,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,7,Circle,-6.41,,,,3.4871,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.302672867977645,-6.41,-5.851089417617332,-6.41,-5.787766985207538,-6.41,-5.843297573502482,-6.41,-5.7891982165802895,-6.41,-6.22251487981379,-6.41,-6.367837181771307,-6.41,-6.286085490243188,-6.41,-5.895147865585374,-6.41,-6.198190058562055,-6.41
4475,2020_Townsend,2020,hepta_898,4475,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,7,Circle,-6.59,,,,3.8788,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.312139666656709,-6.59,-5.742114423362058,-6.59,-5.6711837070426885,-6.59,-6.056775971250877,-6.59,-5.720732342987509,-6.59,-5.973783807740007,-6.59,-6.481804426728225,-6.59,-5.893702175026404,-6.59,-5.863089918806775,-6.59,-6.319606992505895,-6.59
4544,2020_Townsend,2020,hepta_967,4544,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.16,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.333099040096194,-6.16,-6.588316843681458,-6.16,-6.459706654646343,-6.16,-6.606747547197986,-6.16,-6.242793759249514,-6.16,-6.7008420318812005,-6.16,-6.708496673370988,-6.16,-6.4181119699072875,-6.16,-6.391100111872814,-6.16,-6.413526933069458,-6.16
4547,2020_Townsend,2020,hepta_970,4547,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.320146710899566,-10.0,-6.708107202798778,-10.0,-6.481995908317326,-10.0,-6.550323819075461,-10.0,-6.165631437753832,-10.0,-6.847281689879929,-10.0,-6.713108104685446,-10.0,-6.456585446968071,-10.0,-6.4701198230278045,-10.0,-6.42581784952279,-10.0
4554,2020_Townsend,2020,hepta_977,4554,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-6.12,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.254587240166033,-6.12,-6.360985716907361,-6.12,-6.240538871204826,-6.12,-6.363469443239928,-6.12,-5.937558141172718,-6.12,-6.084160286367152,-6.12,-6.526661049143069,-6.12,-6.431183621599648,-6.12,-6.145490171456345,-6.12,-6.264254703765928,-6.12
4799,2020_Townsend,2020,hepta_1222,4799,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-6.8,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.290121990256213,-6.8,-6.101781070198862,-6.8,-6.066242275793714,-6.8,-6.287213610852058,-6.8,-5.9991296056623575,-6.8,-6.517837691852821,-6.8,-6.545986853827896,-6.8,-6.1641766702924725,-6.8,-6.106913974877064,-6.8,-6.305282485016718,-6.8
4886,2020_Townsend,2020,hepta_1309,4886,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-7.46,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.290121990256213,-7.46,-6.101781070198862,-7.46,-6.066242260589522,-7.46,-6.287213580443675,-7.46,-5.999129704489603,-7.46,-6.5178373877689895,-7.46,-6.545986853827896,-7.46,-6.164176579067323,-7.46,-6.106913914060297,-7.46,-6.305282454608335,-7.46
5163,2020_Townsend,2020,hepta_1586,5163,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,7,Circle,-5.96,,,,3.5366,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.372951567744132,-5.96,-5.992568723308408,-5.96,-6.016425582348762,-5.96,-6.286987889423457,-5.96,-6.009804388767756,-5.96,-6.315392603451065,-5.96,-6.63716043085307,-5.96,-6.150223297120428,-5.96,-6.015848100544186,-5.96,-6.444224925725561,-5.96
5170,2020_Townsend,2020,hepta_1593,5170,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,7,Circle,-5.87,,,,3.8788,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.312770792650323,-5.87,-5.744760165560391,-5.87,-5.676587580823714,-5.87,-6.059420740380947,-5.87,-5.719559278788249,-5.87,-5.957660089430708,-5.87,-6.481133952286731,-5.87,-5.865123874743218,-5.87,-5.864507435998696,-5.87,-6.319874586278181,-5.87
5331,2020_Townsend,2020,hepta_1754,5331,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,7,Circle,-6.15,,,,3.5366,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.370066633203435,-6.15,-6.0415272237601885,-6.15,-6.029411018672614,-6.15,-6.294465706164853,-6.15,-6.009394738432235,-6.15,-6.316108720875763,-6.15,-6.641174094170301,-6.15,-6.198983458892692,-6.15,-6.006299674361431,-6.15,-6.470317234251632,-6.15
5342,2020_Townsend,2020,hepta_1765,5342,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,7,Circle,-6.16,,,,3.8788,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.312770914283855,-6.16,-5.744760104743625,-6.16,-5.676587428781798,-6.16,-6.059420747983043,-6.16,-5.719559278788249,-6.16,-5.957660173053761,-6.16,-6.481133982695114,-6.16,-5.865124011580942,-6.16,-5.864507496815462,-6.16,-6.319874647094947,-6.16
5503,2020_Townsend,2020,hepta_1926,5503,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7,Circle,-10.0,,,,2.8027,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.337445006225192,-10.0,-6.5930638355682865,-10.0,-6.483036209515473,-10.0,-6.58668452167051,-10.0,-6.244883012830831,-10.0,-6.640092650429666,-10.0,-6.716460020767166,-10.0,-6.450135220720639,-10.0,-6.396931770788899,-10.0,-6.415438008729332,-10.0
5514,2020_Townsend,2020,hepta_1937,5514,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,7,Circle,-6.02,,,,3.1449,O=C1CNC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,-6.2673444083591905,-6.02,-6.392818459199875,-6.02,-6.245825931181734,-6.02,-6.269494919628494,-6.02,-5.928348893897384,-6.02,-6.1187728110112065,-6.02,-6.51820453858792,-6.02,-6.434942310623627,-6.02,-6.138564297278674,-6.02,-6.276143743026699,-6.02
3724,2020_Townsend,2020,hepta_147,3724,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,7,Circle,-5.89,,,,3.1449,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.280790326432154,-5.89,-5.977464339617029,-5.89,-6.08928439542051,-5.89,-6.327199874569373,-5.89,-6.065863816857276,-5.89,-6.2239774622296355,-5.89,-6.559796881881468,-5.89,-6.117088984801191,-5.89,-6.068224856766716,-5.89,-6.353227565281113,-5.89
3804,2020_Townsend,2020,hepta_227,3804,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,7,Circle,-6.24,,,,2.8027,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.347918900147932,-6.24,-6.31258487579535,-6.24,-6.475578492715382,-6.24,-6.590721112908685,-6.24,-6.239478637311483,-6.24,-6.633157714553797,-6.24,-6.675618095554582,-6.24,-6.426617437959412,-6.24,-6.426808585056298,-6.24,-6.363804452397801,-6.24
3884,2020_Townsend,2020,hepta_307,3884,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,7,Circle,-5.96,,,,3.1449,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.289996920576052,-5.96,-5.980505322378286,-5.96,-6.0857505079715395,-5.96,-6.3263237482322,-5.96,-6.060058278742372,-5.96,-6.156851290776131,-5.96,-6.563316348154698,-5.96,-6.136836827436649,-5.96,-6.069367999116894,-5.96,-6.361234092581457,-5.96
3977,2020_Townsend,2020,hepta_400,3977,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,7,Circle,-6.05,,,,3.1449,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.316830068542375,-6.05,-6.086083434155162,-6.05,-5.990348858119089,-6.05,-6.189988400666625,-6.05,-6.036852136296518,-6.05,-6.403187505017292,-6.05,-6.521102396691482,-6.05,-6.090938276975156,-6.05,-6.028338271729578,-6.05,-6.3286727958355105,-6.05
4071,2020_Townsend,2020,hepta_494,4071,CC(C)C[C@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,7,Circle,-6.01,,,,3.1449,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.290242711537574,-6.01,-6.105188154689828,-6.01,-6.0885659441524,-6.01,-6.181316477124785,-6.01,-6.004089900954291,-6.01,-6.25652285539116,-6.01,-6.54929917819467,-6.01,-6.278770540802289,-6.01,-6.123572645065966,-6.01,-6.3104218362721625,-6.01
4079,2020_Townsend,2020,hepta_502,4079,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,7,Circle,-5.82,,,,3.1449,O=C1CN(Cc2ccccc2)C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN1,-6.283457080823288,-5.82,-6.00158762360744,-5.82,-6.082561048677142,-5.82,-6.159432612814625,-5.82,-6.02466579427306,-5.82,-6.284904671906208,-5.82,-6.539697062210303,-5.82,-6.220144029399716,-5.82,-6.099925581063504,-5.82,-6.318759906174692,-5.82
